short_name,overall,age,height_cm,weight_kg,club_name,club_position,nationality_name,skill_moves,international_reputation,pace,shooting,passing,dribbling,defending,physic,attacking_finishing,attacking_heading_accuracy,skill_dribbling
C. Corvalán,70,32,179,78,Unión de Santa Fe,LCB,Argentina,2,1,65,49,62,64,68,76,35,58,62
R. Cardozo,70,31,171,70,Club The Strongest,SUB,Bolivia,3,1,74,63,68,68,55,53,59,46,67
J. Lowe,70,26,183,75,AFC Bournemouth,SUB,Jamaica,4,1,90,69,59,73,35,63,71,60,72
L. Baker,70,26,182,72,Chelsea,RES,England,3,1,67,67,71,71,64,70,62,58,70
M. Kolke,70,30,187,91,F.C. Hansa Rostock,GK,Germany,1,1,,,,,,,15,20,13
M. Romeo,70,25,178,73,Portsmouth,SUB,Antigua and Barbuda,3,1,79,47,61,67,67,69,47,58,67
A. Meleán,70,34,183,79,Club Deportivo Jorge Wilstermann,LCB,Bolivia,2,1,59,42,58,47,70,69,28,70,34
J. Gómez,70,27,176,67,Fútbol Club Juárez,RES,Mexico,3,1,76,63,63,71,64,70,65,59,73
J. Vanlerberghe,70,25,189,82,KV Mechelen,RCB,Belgium,3,1,65,61,67,66,69,74,56,66,65
Borja López,70,27,190,82,Real Sporting de Gijón,SUB,Spain,2,1,61,46,52,51,71,78,44,60,42
S. Kerk,70,27,184,76,Hannover 96,RCM,Germany,3,1,72,74,75,70,34,63,67,48,70
Brandon Thomas,70,26,175,71,Málaga CF,RS,Spain,4,1,76,71,61,73,32,63,71,59,73
R. Insigne,70,27,172,65,Benevento,RF,Italy,3,1,82,65,71,73,27,39,65,66,73
W. Trapp,70,28,173,69,Minnesota United FC,LDM,United States,3,1,53,54,69,68,65,68,43,54,66
C. O'Dowda,70,26,180,75,Bristol City,SUB,Republic of Ireland,3,1,82,61,65,71,40,63,62,51,72
C. Cisneros,70,27,175,73,Club Deportivo Guadalajara,SUB,Mexico,3,1,73,67,66,71,47,62,65,56,72
R. Philippoteaux,70,33,170,67,Dijon FCO,SUB,France,3,1,72,67,66,73,43,54,67,43,72
D. Kinsombi,70,25,183,74,Hamburger SV,LCM,Germany,3,1,70,62,62,72,66,74,66,59,72
S. Michel,70,30,179,79,SC Paderborn 07,LW,Germany,3,1,82,70,63,71,33,70,70,53,70
S. van Beek,70,26,190,76,SC Heerenveen,RCB,Netherlands,2,1,45,34,55,52,72,71,23,74,45
F. Calvo,70,28,180,77,Chicago Fire Football Club,LCB,Costa Rica,2,1,65,44,60,63,67,79,41,70,62
S. Willems,70,30,184,75,Royal Charleroi S.C.,SUB,France,2,1,70,44,58,59,72,71,28,70,51
S. Horvath,70,24,168,60,LASK Linz,LW,Austria,3,1,86,63,66,72,44,50,66,42,70
Kim Jin Su,70,29,175,73,Jeonbuk Hyundai Motors,LB,Korea Republic,3,1,81,39,64,67,66,64,26,58,68
Bressan,70,28,182,74,FC Dallas,LCB,Brazil,2,1,64,38,51,52,69,74,37,73,38
I. Brown,70,24,182,70,Preston North End,SUB,England,3,1,72,64,68,73,44,61,65,59,73
Somália,70,32,180,73,Ferencvárosi TC,LDM,Brazil,3,1,64,68,68,73,63,68,69,45,73
João Pedro,70,28,177,69,CD Tondela,LCM,Portugal,3,1,67,68,66,69,66,68,63,59,68
F. Dabo,70,25,181,76,Coventry City,RWB,England,3,1,75,48,63,68,66,76,44,61,70
H. Ongenda,70,26,171,72,FC Botoşani,LCM,France,4,1,77,64,70,73,34,62,63,41,71
L. Phiri,70,26,173,63,Çaykur Rizespor,RDM,South Africa,3,1,78,53,66,71,69,68,46,62,69
S. Rossbach,70,25,189,80,Odds BK,GK,Norway,1,1,,,,,,,15,14,17
R. Schüller,70,30,177,67,Djurgårdens IF,CDM,Finland,3,1,53,56,65,66,68,68,52,59,63
B. Guillaume,70,26,190,86,Valenciennes FC,ST,Belgium,3,1,53,68,57,71,31,70,70,73,72
F. Torijano,70,32,182,73,Club Independiente Santa Fe,RCB,Colombia,2,1,70,34,51,51,70,75,22,75,40
L. Castellanos,70,37,183,78,Club Independiente Santa Fe,GK,Colombia,1,1,,,,,,,18,15,15
P. Parra,70,27,175,60,Puebla FC,SUB,Chile,3,1,74,63,68,71,36,61,62,52,70
E. Pavez,70,31,180,76,Club Tijuana,CM,Chile,3,1,79,64,66,71,67,81,59,66,70
J. Delgado,70,28,176,71,FC Paços de Ferreira,RW,Chile,4,1,76,63,63,72,41,64,63,65,75
R. Carrascal,70,28,173,76,Club Cerro Porteño,LCM,Colombia,2,1,66,63,69,64,65,71,59,49,59
D. Andrade,70,30,168,70,Deportivo Cali,LB,Colombia,3,1,77,45,57,70,64,70,47,58,68
V. Huerta,70,27,185,77,Universidad Católica,SUB,Chile,2,1,43,24,41,41,71,79,16,74,28
E. Chaux,70,29,189,75,Junior FC,RES,Colombia,1,1,,,,,,,12,11,17
J. Rodríguez,70,28,180,70,Junior FC,RES,Colombia,3,1,72,66,72,70,43,68,67,42,69
L. Rodríguez,70,27,169,68,Club Atlético Independiente,LB,Argentina,3,1,75,57,66,69,67,67,46,51,69
L. Díaz,70,29,182,80,Estudiantes de La Plata,SUB,Argentina,3,1,69,69,63,68,26,69,70,72,67
Á. Sagal,70,28,178,78,Gazişehir Gaziantep F.K.,LS,Chile,3,1,74,65,65,70,50,76,62,67,71
J. Czerwiński,70,29,183,83,Piast Gliwice,LCB,Poland,2,1,54,32,44,46,70,81,23,68,31
A. Parot,70,31,180,74,Universidad Católica,LB,Chile,3,1,73,60,63,66,66,78,55,71,66
M. Mier,70,30,181,76,Club Atlético Central Córdoba,LM,Uruguay,3,1,55,72,69,71,47,73,71,55,72
Gumbau,70,26,187,77,Elche CF,RES,Spain,2,1,37,64,68,64,68,63,60,68,64
M. Catalán,70,28,172,70,Pachuca,SUB,Argentina,2,1,91,58,64,62,64,67,59,64,63
M. Bogado,70,36,171,68,Platense,LCM,Argentina,3,1,55,66,70,67,64,67,57,43,63
G. Lezcano,70,34,170,67,Universidad Católica,SUB,Argentina,3,1,77,66,64,72,24,69,65,65,71
D. Pérez,70,32,168,65,Godoy Cruz,LB,Argentina,3,1,76,52,59,68,64,70,44,58,66
F. Zuqui,70,29,170,65,Estudiantes de La Plata,LDM,Argentina,3,1,69,64,69,72,65,66,65,56,70
A. Werner,70,25,191,85,Elche CF,SUB,Argentina,1,1,,,,,,,19,15,13
M. Cauteruccio,70,34,180,76,Club Atlético Aldosivi,ST,Uruguay,3,1,64,71,61,69,37,71,70,73,68
C. Menéndez,70,33,185,83,Atlético Tucumán,SUB,Argentina,3,1,60,70,60,69,38,71,72,74,66
I. Seck,70,31,195,87,SV Zulte Waregem,SUB,Senegal,2,1,34,46,56,56,72,83,38,77,53
C. Mathenia,70,29,190,89,1. FC Nürnberg,GK,Germany,1,1,,,,,,,12,14,15
Mansur,70,28,181,74,Santa Clara,LB,Brazil,2,1,67,48,59,70,66,70,50,53,68
A. Monfray,70,30,185,76,Grenoble Foot 38,RCB,France,2,1,65,51,60,64,68,82,44,67,61
D. Župarić,70,29,185,80,Portland Timbers,LCB,Croatia,2,1,49,21,45,56,69,77,20,70,54
B. Bolingoli,70,26,181,75,Celtic,SUB,Belgium,3,1,86,57,62,69,62,75,54,60,68
E. Méndez,70,32,186,82,Arsenal de Sarandí,RDM,Argentina,2,1,52,50,60,63,70,83,43,71,63
B. Kapustka,70,24,180,72,Legia Warszawa,RES,Poland,3,1,83,61,69,72,37,61,61,56,71
L. Cárdenas,70,27,183,84,CF Monterrey,SUB,Mexico,1,1,,,,,,,18,19,21
A. Halilović,70,25,169,69,Reading,RM,Croatia,4,1,72,62,70,75,40,41,57,24,74
J. Gyamerah,70,26,184,77,Hamburger SV,SUB,Germany,3,1,78,44,60,69,67,67,40,59,67
T. Okriashvili,70,29,181,71,APOEL Nicosia FC,LM,Georgia,3,1,76,62,66,75,32,52,63,39,77
A. Plata,70,30,172,65,Club Deportes Tolima,SUB,Colombia,3,1,87,66,59,71,42,69,67,66,70
F. Mussis,70,29,174,75,Atlético Tucumán,RCM,Argentina,2,1,67,61,67,66,68,76,51,59,62
S. Gregersen,70,26,191,83,FC Girondins de Bordeaux,RCB,Norway,2,1,75,44,46,45,67,82,38,66,39
J. Kaprof,70,26,169,71,LDU Quito,SUB,Argentina,4,1,82,68,60,73,33,66,71,66,74
W. Ángel,70,28,188,84,Göztepe SK,SUB,Venezuela,2,1,54,30,44,46,70,78,21,70,38
V. García,70,27,178,71,AD Alcorcón,SUB,Venezuela,2,1,79,40,59,70,64,70,31,58,68
S. Gonda,70,32,187,83,Shimizu S-Pulse,GK,Japan,1,1,,,,,,,16,13,19
G. Lajud,70,27,189,84,Santos Laguna,GK,Mexico,1,1,,,,,,,14,13,16
K. Molino,70,31,173,70,Columbus Crew,SUB,Trinidad and Tobago,3,1,72,69,66,74,49,67,72,61,74
F. Sánchez,70,31,175,74,Panathinaikos FC,SUB,Argentina,3,1,84,60,61,69,65,68,56,58,67
D. Iorfa,70,26,193,78,Sheffield Wednesday,RCB,England,2,1,81,40,58,61,70,76,45,67,64
G. Mhango,70,28,162,76,Orlando Pirates,ST,Malawi,3,1,77,73,50,70,21,64,78,56,71
E. Velasco,70,29,179,78,Junior FC,SUB,Colombia,2,1,78,36,58,65,64,79,29,63,65
E. Cerutti,70,29,179,75,San Lorenzo de Almagro,RW,Argentina,4,1,83,63,64,72,36,64,57,58,73
S. Fortes,70,29,192,85,KV Oostende,CB,Cape Verde Islands,2,1,34,41,54,49,70,80,41,73,38
L. Lezzerini,70,26,195,86,Venezia FC,GK,Italy,1,1,,,,,,,13,12,14
S. Simič,70,26,189,79,Hajduk Split,RCB,Czech Republic,2,1,45,27,47,56,72,70,20,68,54
U. Matić,70,31,184,78,Abha Club,CM,Serbia,3,1,67,64,67,71,61,73,59,63,70
G. Mastriani,70,28,180,76,Barcelona Sporting Club,ST,Uruguay,2,1,69,73,48,63,28,56,80,75,60
Rubén Yáñez,70,27,190,85,Getafe CF,SUB,Spain,1,1,,,,,,,13,20,16
N. Figal,70,27,181,64,Inter Miami CF,RB,Argentina,3,1,69,43,61,68,69,75,38,70,66
David Costas,70,26,181,73,Real Oviedo,RCB,Spain,2,1,69,43,61,60,72,66,42,77,59
A. Ferrari,70,27,191,80,U.C. Sampdoria,SUB,Italy,2,1,66,32,51,63,72,70,12,70,60
T. Hlatshwayo,70,31,188,88,Orlando Pirates,LCB,South Africa,2,1,59,29,48,37,70,73,21,74,31
C. Aboagye,70,26,165,55,Puebla FC,SUB,Ghana,3,1,76,58,72,75,52,44,51,42,74
M. Kanno,70,26,191,67,Al Hilal,SUB,Saudi Arabia,3,1,72,69,68,70,67,75,66,67,70
O. Kemen,70,24,177,76,Yukatel Kayserispor,SUB,France,3,1,76,67,65,72,65,82,68,64,72
O. Marciano,70,31,193,78,Feyenoord,SUB,Israel,1,1,,,,,,,12,13,19
Aarón,70,25,185,71,Granada CF,GK,Spain,1,1,,,,,,,15,24,19
M. Diaw,70,28,198,98,FC Lausanne-Sport,GK,France,1,1,,,,,,,19,22,19
J. Hugill,70,29,183,85,West Bromwich Albion,SUB,England,3,1,67,68,54,65,38,84,72,78,65
A. Pérez,70,27,181,73,GZT Giresunspor,LCB,Colombia,2,1,69,33,53,58,68,76,29,67,53
O. Govea,70,25,174,74,SV Zulte Waregem,SUB,Mexico,3,1,60,57,70,71,68,66,42,59,68
L. Villagra,70,30,181,79,Club Nacional,LS,Paraguay,3,1,72,72,60,64,24,67,73,69,62
V. Kjartansson,70,31,187,80,Vålerenga Fotball,ST,Iceland,2,1,69,70,49,64,29,68,73,70,62
L. Mousset,70,25,184,80,Sheffield United,SUB,France,3,1,79,71,55,71,24,67,71,63,73
G. Donsah,70,25,176,80,Crotone,RCM,Ghana,3,1,70,63,70,73,66,74,52,56,72
Y. Moreno,70,26,182,82,Pachuca,LB,Colombia,3,1,78,58,64,71,65,65,61,50,72
Núrio Fortuna,70,26,177,73,KAA Gent,LM,Angola,3,1,82,61,64,70,69,71,53,68,69
D. Ramírez,70,25,166,67,Club León,RWB,Mexico,3,1,84,60,63,70,64,63,63,59,68
Y. Koné,70,25,174,71,ESTAC Troyes,SUB,Mali,3,1,77,46,63,71,67,70,42,57,71
P. Anton,70,30,182,80,SD Ponferradina,SUB,Romania,2,1,68,62,66,65,66,76,52,65,62
Tang Miao,70,30,177,75,Guangzhou City,RWB,China PR,3,1,77,29,64,69,61,78,21,44,65
R. Rúnarsson,70,26,186,76,Oud-Heverlee Leuven,RES,Iceland,1,1,,,,,,,14,17,13
F. Fydriszewski,70,28,186,76,Sociedad Deportiva Aucas,ST,Argentina,3,1,61,72,50,66,31,70,75,70,68
I. Success,70,25,182,90,Udinese Calcio,RES,Nigeria,3,1,72,68,64,73,35,62,67,64,76
G. Kyei,70,25,188,90,Servette FC,ST,France,3,1,68,66,51,67,26,80,67,77,66
H. Fertoli,70,26,174,63,Club Atlético Talleres,LM,Argentina,3,1,86,63,62,72,41,62,65,49,72
B. Manuel,70,24,169,68,Royal Antwerp FC,RW,Belgium,4,1,79,63,66,76,34,57,60,38,76
C. Akolo,70,26,172,72,Amiens SC,SUB,Congo DR,3,1,79,67,63,74,27,61,70,37,73
U. Çiftçi,70,29,179,73,Demir Grup Sivasspor,LB,Turkey,3,1,73,47,68,68,66,72,34,59,71
A. Çalık,70,27,184,77,İttifak Holding Konyaspor,RCB,Turkey,2,1,62,40,53,56,71,73,42,70,51
F. Noguera,70,28,193,97,Estudiantes de La Plata,LCB,Argentina,2,1,42,38,43,48,70,81,45,70,37
Ş. Özbayraklı,70,31,171,71,İstanbul Başakşehir FK,RES,Turkey,3,1,77,58,66,68,65,74,45,60,68
Serginho,70,36,169,68,Club Deportivo Jorge Wilstermann,LM,Brazil,3,1,72,65,66,73,27,54,73,62,76
H. Boumous,70,25,173,72,ATK Mohun Bagan FC,CAM,Morocco,4,1,79,64,67,75,40,68,68,58,74
L. Paqarada,70,26,184,76,FC St. Pauli,LB,Kosovo,3,1,79,47,66,68,64,67,36,56,66
T. Wellenreuther,70,25,188,80,Willem II,GK,Germany,1,1,,,,,,,9,18,16
E. Marxen,70,30,185,80,Randers FC,LCB,Denmark,2,1,65,52,62,63,68,74,43,69,60
D. Szymański,70,26,183,76,AEK Athens,RCM,Poland,3,1,68,66,65,67,66,77,67,60,65
S. Becker,70,26,180,75,1. FC Union Berlin,RES,Suriname,3,1,90,67,62,71,31,67,66,54,72
R. Niyaz,70,26,165,60,Gazişehir Gaziantep F.K.,CAM,Turkey,3,1,75,58,70,72,61,55,59,45,71
João Afonso,70,31,188,84,Santa Clara,RCB,Portugal,2,1,46,31,52,53,71,74,29,73,50
D. Frascarelli,70,36,189,82,Sociedad Deportiva Aucas,GK,Uruguay,1,1,,,,,,,8,14,19
P. Ng,70,25,180,77,Cardiff City,RWB,England,3,1,75,48,60,64,65,72,43,59,63
A. Leya Iseka,70,23,183,82,Barnsley,SUB,Belgium,3,1,82,71,60,69,27,71,72,67,71
J. Tverskov,70,28,185,85,Odense Boldklub,SUB,Denmark,2,1,53,43,55,60,70,74,44,69,56
J. de Wijs,70,26,189,95,Queens Park Rangers,CB,Netherlands,2,1,46,51,49,48,70,80,44,71,40
M. Rayhi,70,27,178,76,Al Batin,RW,Morocco,3,1,81,70,63,73,49,74,66,54,75
A. Ciranni,70,25,172,66,SV Zulte Waregem,SUB,Belgium,3,1,73,57,66,69,66,61,49,51,67
J. Williams,70,24,185,80,Bristol City,SUB,England,3,1,60,56,67,67,68,64,53,54,69
G. Lanaro,70,35,184,84,Universidad Católica,RCB,Argentina,2,1,40,34,49,48,69,77,15,72,40
Philipe Sampaio,70,26,191,83,En Avant de Guingamp,RCB,Brazil,2,1,31,37,47,46,71,82,33,72,41
U. Rivas,70,25,179,71,Santos Laguna,RES,Mexico,3,1,63,59,67,66,65,71,51,55,65
E. Burgos,70,29,190,80,SD Eibar,SUB,Argentina,2,1,46,35,48,53,69,82,23,73,48
J. Benet,70,26,186,75,Amiens SC,SUB,France,3,1,60,64,72,69,58,75,60,57,66
Y. Bodiger,70,26,188,80,FC Cartagena,RDM,France,2,1,54,57,67,64,68,71,52,62,63
V. Milinković-Savić,70,24,202,90,Torino F.C.,GK,Serbia,1,1,,,,,,,20,12,15
Rafael Ramos,70,26,170,70,Santa Clara,RB,Portugal,3,1,76,50,61,68,66,76,49,54,68
J. Dompé,70,25,170,65,SV Zulte Waregem,LWB,France,3,1,73,69,70,73,41,55,63,41,73
W. Pacheco,70,26,173,60,Junior FC,SUB,Colombia,3,1,89,43,58,66,62,64,47,44,66
B. Whiteman,70,25,185,68,Preston North End,RCM,England,3,1,68,63,68,69,63,71,58,55,65
Jorge Sáenz,70,24,192,75,Clube Sport Marítimo,CB,Spain,2,1,63,42,61,63,70,77,35,72,61
M. Mahi,70,27,181,69,FC Utrecht,SUB,Morocco,4,1,75,70,67,76,35,64,68,55,77
N. Haas,70,25,181,74,Empoli,RCM,Switzerland,3,1,77,58,70,72,62,67,52,59,69
T. Mauricio,70,27,169,67,FC Sochaux-Montbéliard,RM,France,4,1,78,67,65,74,31,56,69,43,72
V. Koziello,70,25,168,58,KV Oostende,SUB,France,3,1,74,61,70,73,59,52,60,49,70
J. Devecchi,70,25,188,83,Club Atlético Aldosivi,GK,Argentina,1,1,,,,,,,19,17,15
S. Gümüş,70,27,179,70,Fenerbahçe SK,RES,Germany,3,1,80,68,67,72,33,63,65,58,70
Ygor Nogueira,70,26,186,86,Mazatlán Futbol Club,RCB,Brazil,2,1,54,30,45,50,70,78,22,71,38
Bruno Gaspar,70,28,178,70,Vancouver Whitecaps FC,SUB,Angola,3,1,76,58,65,71,65,68,50,60,72
V. Dávila,70,23,172,68,Club León,SUB,Chile,4,1,70,70,65,74,32,63,73,57,75
K. Balanta,70,24,181,73,Gallos Blancos de Querétaro,SUB,Colombia,2,1,83,57,60,67,68,78,55,70,63
K. Adams Nuhu,70,26,190,83,TSG Hoffenheim,SUB,Ghana,2,1,64,42,54,56,67,81,36,70,53
M. Bola,70,23,185,78,Middlesbrough,LB,England,2,1,75,35,54,65,67,71,33,56,66
B. Sheaf,70,23,185,64,Coventry City,LCM,England,2,1,51,43,69,63,66,73,30,58,61
C. Willock,70,23,178,67,Queens Park Rangers,LS,England,4,1,82,56,59,75,24,55,60,38,76
R. Oxford,70,22,193,86,FC Augsburg,SUB,England,2,1,67,33,53,56,71,72,22,68,52
B. Akintola,70,25,178,69,Adana Demirspor,RW,Nigeria,3,1,92,62,60,73,41,66,62,57,74
S. McKenna,70,24,189,80,Nottingham Forest,LCB,Scotland,2,1,60,33,44,46,68,83,22,69,40
C. Teuchert,70,24,182,80,1. FC Union Berlin,SUB,Germany,3,1,76,68,58,74,35,64,72,65,77
R. Assalé,70,27,167,65,SV Werder Bremen,SUB,Côte d'Ivoire,3,1,89,70,65,74,29,54,70,54,71
Akieme,70,23,175,70,Unión Deportiva Almería,LB,Spain,3,1,78,44,55,68,66,69,40,57,67
Xavier,70,28,176,73,Estoril Praia,SUB,Portugal,3,1,78,66,67,70,34,61,66,48,70
G. Taylor,70,23,175,68,Celtic,LB,Scotland,2,1,74,47,66,67,66,72,43,51,63
J. Galván,70,29,183,84,Club Atlético Huracán,RCB,Argentina,2,1,62,53,63,62,66,81,52,73,57
J. Bacuna,70,23,178,74,Rangers FC,SUB,Curacao,4,1,70,69,70,72,65,76,65,61,74
Felipe Pires,70,26,178,68,Moreirense FC,LM,Brazil,3,1,79,57,64,72,39,52,63,45,74
B. Emir,70,33,178,73,Göztepe SK,LB,Turkey,2,1,68,51,67,67,68,68,35,58,67
Diego González,70,26,185,83,Elche CF,SUB,Spain,2,1,68,32,59,60,71,74,25,68,59
D. Lemos,70,32,178,65,Patronato,SUB,Argentina,3,1,63,38,60,61,69,79,35,68,59
J. Andersson,70,24,178,68,FC Midtjylland,RWB,Sweden,3,1,82,47,64,69,63,70,44,47,66
F. Álvarez,70,28,184,75,Club Universidad Nacional,RCM,Argentina,4,1,70,63,67,71,31,68,64,48,74
M. Romero,70,22,179,72,PSV,SUB,Argentina,3,1,77,71,49,64,31,71,72,69,63
R. Leal,70,24,169,66,Nashville SC,SUB,Costa Rica,3,1,68,63,68,73,38,50,61,42,71
M. Mehlem,70,23,174,67,SV Darmstadt 98,SUB,Germany,3,1,75,59,66,75,49,60,61,34,75
F. Passlack,70,23,170,74,Borussia Dortmund,SUB,Germany,3,1,71,60,67,71,65,75,58,44,70
Jorge Pombo,70,27,177,76,Real Oviedo,SUB,Spain,3,1,71,70,68,71,52,82,68,64,72
M. Wanitzek,70,28,179,74,Karlsruher SC,LCM,Germany,3,1,71,60,73,72,53,66,56,49,70
Brian Oliván,70,27,177,73,RCD Mallorca,LB,Spain,3,1,73,56,59,68,65,76,55,59,68
K. Grabara,70,22,195,80,F.C. København,GK,Poland,1,1,,,,,,,13,12,19
D. Iversen,70,23,193,80,Preston North End,GK,Denmark,1,1,,,,,,,14,16,11
C. Arcus,70,25,176,73,AJ Auxerre,SUB,Haiti,2,1,73,42,63,64,67,73,38,60,58
Ó. Estupiñán,70,24,182,76,Vitória de Guimarães,ST,Colombia,3,1,71,71,48,69,26,74,70,74,69
João Gamboa,70,24,185,80,Estoril Praia,RCM,Portugal,3,1,65,58,66,66,67,73,54,60,65
Aitor Buñuel,70,23,173,70,Unión Deportiva Almería,RB,Spain,2,1,82,37,59,68,62,70,36,53,66
A. De Sart,70,24,180,66,Oud-Heverlee Leuven,SUB,Belgium,3,1,67,64,70,70,68,64,59,66,69
Rodri Tarín,70,24,182,77,CD Leganés,SUB,Spain,2,1,76,36,52,61,70,71,24,66,58
M. Roberts,70,30,193,81,Birmingham City,LCB,England,2,1,57,24,41,44,70,72,21,74,33
D. Cools,70,25,184,77,FC Midtjylland,SUB,Belgium,3,1,75,57,65,67,64,76,51,68,67
A. Umar,70,26,174,72,Çaykur Rizespor,SUB,Nigeria,4,1,81,65,66,71,46,70,61,45,71
M. Udol,70,25,178,68,FC Metz,LCB,France,2,1,69,42,62,69,69,69,42,71,68
Charles,70,27,186,80,FC Vizela,GK,Brazil,1,1,,,,,,,13,20,20
A. Grgić,70,24,188,84,FC Sion,LCM,Switzerland,3,1,60,68,74,66,64,72,66,58,62
Y. Rahmani,70,26,178,72,SD Eibar,LM,France,3,1,78,69,63,76,31,51,70,49,77
L. Klünter,70,25,184,76,Hertha BSC,SUB,Germany,3,1,86,44,60,67,71,68,49,70,66
P. Stenzel,70,25,183,74,VfB Stuttgart,SUB,Germany,3,1,61,59,65,65,72,68,55,63,64
J. Huth,70,27,183,80,SC Paderborn 07,GK,Germany,1,1,,,,,,,16,10,22
Jordi Calavera,70,25,182,74,Girona FC,RB,Spain,2,1,77,56,60,66,63,75,46,58,64
S. Lauper,70,24,186,73,BSC Young Boys,SUB,Switzerland,2,1,73,63,65,69,70,73,64,70,68
L. Zigi,70,24,188,87,FC St. Gallen 1879,GK,Ghana,1,1,,,,,,,18,20,11
Fran Villalba,70,23,172,63,Real Sporting de Gijón,CAM,Spain,3,1,69,63,71,73,48,40,66,37,71
A. Dioussé,70,23,175,68,AS Saint-Étienne,SUB,Senegal,3,1,64,46,67,73,67,63,34,60,73
Vítor Angulho,70,25,182,77,Fortaleza,GK,Brazil,1,1,,,,,,,8,9,9
Adrizinho Bastos,70,33,185,79,Cuiabá,GK,Brazil,1,1,,,,,,,20,15,15
Renatão Baumer,70,25,178,76,Juventude,SUB,Brazil,2,1,65,52,64,59,69,71,47,68,56
Carvamelinho,70,25,178,75,Grêmio,SUB,Brazil,2,1,68,55,69,58,67,65,52,62,63
Jaimosa Cavaco,70,21,168,60,Juventude,SUB,Brazil,2,1,72,63,52,57,66,46,75,58,50
Claytinho Branco,70,25,184,72,Santos,SUB,Brazil,2,1,64,52,63,58,72,64,46,63,52
Paolinho Leima,70,21,169,69,Clube Atlético Mineiro,SUB,Brazil,2,1,75,50,65,69,63,72,41,54,70
Breno Bemposta,70,25,176,78,Ceará Sporting Club,SUB,Brazil,2,1,44,57,66,69,71,68,41,66,67
Marlinito Dias,70,25,189,84,Fortaleza,LDM,Brazil,2,1,56,44,64,57,66,71,36,77,45
Adeilson Gesser,70,29,175,70,Bahia,SUB,Brazil,3,1,80,58,67,72,38,58,62,59,68
Heltinho Melo,70,25,174,68,Club Athletico Paranaense,SUB,Brazil,3,1,78,54,71,74,48,55,58,50,75
Eltildo Bessa,70,25,165,62,Fortaleza,SUB,Brazil,3,1,86,68,56,76,31,44,71,61,73
Cristian Lodeira,70,29,172,66,Juventude,LS,Brazil,3,1,78,69,58,76,29,52,70,65,75
Arthur Silbeira,70,25,178,78,Santos,SUB,Brazil,3,1,64,73,59,68,29,58,74,75,75
Jonaldo Monteiro,70,21,179,74,Fortaleza,LM,Brazil,2,1,74,51,66,61,64,71,51,61,55
Sanaldo Caiado,70,33,168,67,Palmeiras,SUB,Brazil,2,1,71,70,68,73,40,56,68,64,71
Luildo Simões,70,21,177,74,Sport Club Corinthians Paulista,CAM,Brazil,2,1,71,70,69,69,46,60,70,70,73
Milton Menceiros,70,29,182,84,Ceará Sporting Club,LCB,Brazil,2,1,69,49,57,58,68,75,44,68,51
Pombaxinho,70,25,191,90,Juventude,RCB,Brazil,2,1,48,45,56,48,73,66,35,77,45
Heitinho Zanon,70,25,187,79,Bahia,LCB,Brazil,2,1,61,34,47,41,70,77,29,63,22
Nuno Moldeiro,70,25,179,79,Sport Club Corinthians Paulista,SUB,Brazil,2,1,82,61,65,72,37,63,62,51,73
Eltson Marques,70,29,188,88,Internacional,SUB,Brazil,2,1,40,43,43,49,70,70,37,77,36
Allison Sireo,70,21,194,85,Associação Chapecoense de Futebol,CB,Brazil,2,1,75,35,42,41,72,71,29,75,34
Natinho Mestres,70,29,170,70,Palmeiras,SUB,Brazil,2,1,77,64,65,72,34,52,68,36,73
Lourival Dinisco,70,21,188,85,Fortaleza,SUB,Brazil,2,1,61,52,53,49,71,73,52,76,41
Ansel Barni,70,21,184,82,Fortaleza,SUB,Brazil,2,1,63,54,65,62,70,72,51,69,64
Edardynho Neto,70,25,173,70,Cuiabá,RS,Brazil,3,1,79,73,50,72,23,57,73,67,78
Leôncio Lobeiro,70,21,179,73,Flamengo,SUB,Brazil,2,1,83,64,64,74,31,64,64,36,76
Tiago Pombeira,70,21,173,65,Clube Atlético Mineiro,LAM,Brazil,3,1,74,64,68,73,32,47,61,39,74
Paulolettinho,70,25,181,80,Fortaleza,CAM,Brazil,3,1,79,59,70,72,32,63,61,44,75
Nascimentardo,70,21,170,66,Ceará Sporting Club,LS,Brazil,3,1,83,57,72,74,39,48,64,49,73
Saberto Botelho,70,21,182,77,Club Athletico Paranaense,SUB,Brazil,2,1,65,51,54,58,72,78,42,69,52
Cryzan,70,24,190,83,Santa Clara,RW,Brazil,3,1,73,68,68,69,22,75,68,68,69
J. Makengo,70,23,177,75,Udinese Calcio,SUB,France,3,1,65,66,70,71,68,65,62,69,73
Nuno da Costa,70,30,182,70,Stade Malherbe Caen,SUB,Cape Verde Islands,3,1,78,68,62,71,26,61,67,74,70
Á. Nagy,70,26,178,70,,,Hungary,3,1,68,54,69,73,68,59,48,54,71
A. Marchesano,70,30,168,62,FC Zürich,CAM,Switzerland,3,1,68,65,70,74,48,48,66,56,71
C. Traoré,70,29,180,74,FC Nantes,SUB,Mali,2,1,70,33,54,64,69,77,24,63,64
P. Jensen,70,23,195,87,AZ Alkmaar,SUB,Denmark,1,1,,,,,,,15,20,20
Aitor,70,25,177,67,Panathinaikos FC,SUB,Spain,3,1,80,67,67,71,28,54,72,42,69
L. Kelly,70,22,191,76,AFC Bournemouth,LCB,England,3,1,74,41,59,67,69,73,34,65,67
